id,name,price,brand,category,Mouvement,Diamètre,Matériau,category_type,price_numeric,price_clean,type_produit
CBU2081.FT6274,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane et céramique,Montres homme,8000.0,8000.00,Montre classique
CBU2082.FT6275,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane,Montres homme,8000.0,8000.00,Montre classique
CBU2080.FT6272,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'200.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane DLC,Montres homme,8200.0,8200.00,Montre classique
CBU2050.FT6273,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 12'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Or et titane,Montres homme,12000.0,12000.00,Montre classique
CBN201K.FC6569,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'150.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,6150.0,6150.00,Montre classique
CBS5013.EB0375,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON",CHF 24'650.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,24650.0,24650.00,Montre classique
CBS2014.FT6293,"TAG HEUER CARRERA
CHRONOGRAPH SEAFARER X HODINKEE",CHF 7'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,7750.0,7750.00,Montre classique
CBS2213.FN6002,"TAG HEUER CARRERA
CHRONOGRAPH SKIPPER",CHF 6'600.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,6600.0,6600.00,Montre classique
WBP5111.BA0013,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3700.0,3700.00,Montre classique
WBP5110.BA0013,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3700.0,3700.00,Montre classique
WBP5116.BA0013,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3700.0,3700.00,Montre classique
WBP5111.FT6259,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'500.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3500.0,3500.00,Montre classique
WBP5110.FT6257,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'500.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3500.0,3500.00,Montre classique
WBP5114.BA0013,"TAG HEUER AQUARACER
PROFESSIONAL 300 GMT",CHF 4'100.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,4100.0,4100.00,Montre classique
WBP5115.BA0013,"TAG HEUER AQUARACER
PROFESSIONAL 300 GMT",CHF 4'100.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,4100.0,4100.00,Montre classique
WBP5114.FT6259,"TAG HEUER AQUARACER
PROFESSIONAL 300 GMT",CHF 3'900.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,3900.0,3900.00,Montre classique
WBP1113.BA0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres homme,2300.0,2300.00,Montre classique
WBP1114.BA0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres homme,2300.0,2300.00,Montre classique
WBP1115.BA0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres homme,2300.0,2300.00,Montre classique
WBP1180.BF0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 3'000.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Titane,Montres homme,3000.0,3000.00,Montre classique
WBP1112.FT6199,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 3'000.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres homme,3000.0,3000.00,Montre classique
CBU2010.FT6267,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE 963",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres homme,9000.0,9000.00,Montre classique
CBS2216.BA0041,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,6500.0,6500.00,Montre classique
CBS2210.FC6534,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'300.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,6300.0,6300.00,Montre classique
CBS2212.FC6535,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'300.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,6300.0,6300.00,Montre classique
CBS2211.FC6545,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'400.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,6400.0,6400.00,Montre classique
CBS2011.FC6529,"TAG HEUER CARRERA
CHRONOSPRINT X PORSCHE",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,9000.0,9000.00,Montre classique
CBS2040.FC8318,"TAG HEUER CARRERA
CHRONOSPRINT X PORSCHE",CHF 23'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Or 5N,Montres homme,23000.0,23000.00,Montre classique
CBN2A1F.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE",CHF 6'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6700.0,6700.00,Montre classique
CBN2A1F.FC6492,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE",CHF 6'500.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6500.0,6500.00,Montre classique
CAW211P.FC6356,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'900.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7900.0,7900.00,Montre classique
CAW218E.FC6565,"TAG HEUER MONACO
CHRONOGRAPH RACING GREEN",CHF 9'100.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres homme,9100.0,9100.00,Montre classique
CBL2188.FT6261,"TAG HEUER MONACO
CHRONOGRAPH",CHF 11'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane DLC,Montres homme,11000.0,11000.00,Montre classique
CBL2182.FT6235,"TAG HEUER MONACO
CHRONOGRAPH",CHF 10'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres homme,10500.0,10500.00,Montre classique
CBL2183.FT6236,"TAG HEUER MONACO
CHRONOGRAPH",CHF 10'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres homme,10500.0,10500.00,Montre classique
CBL2184.FT6236,"TAG HEUER MONACO
CHRONOGRAPH",CHF 11'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane DLC,Montres homme,11000.0,11000.00,Montre classique
CAZ101AW.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH X INDY 500",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2350.0,2350.00,Montre classique
CAZ101AL.BA0842,"TAG HEUER FORMULA 1
RED BULL RACING",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2350.0,2350.00,Montre classique
CAZ101AL.FT8052,"TAG HEUER FORMULA 1
RED BULL RACING",CHF 2'150.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2150.0,2150.00,Montre classique
CAZ1014.FT8028,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'850.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1850.0,1850.00,Montre classique
CAZ101AT.BA0842,"TAG HEUER FORMULA 1
GULF",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2350.0,2350.00,Montre classique
CAZ101AJ.FC6487,"TAG HEUER FORMULA 1
SENNA",CHF 2'600.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2600.0,2600.00,Montre classique
CAZ201G.BA0876,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,3700.0,3700.00,Montre classique
CAZ201H.BA0876,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,3700.0,3700.00,Montre classique
CAZ201D.BA0633,"TAG HEUER FORMULA 1
CHRONOGRAPH X SENNA",CHF 4'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres homme,4000.0,4000.00,Montre classique
CAZ2012.BA0876,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres homme,3700.0,3700.00,Montre classique
CAZ2012.BA0970,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 4'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres homme,4000.0,4000.00,Montre classique
CAZ1014.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'950.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1950.0,1950.00,Montre classique
CBN2A1M.FC6526,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE ORANGE RACING",CHF 6'900.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6900.0,6900.00,Montre classique
CAW218C.FC6548,"TAG HEUER MONACO
RACING BLUE",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres homme,9000.0,9000.00,Montre classique
CBN201C.FC6542,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,5750.0,5750.00,Montre classique
CBN201D.FC6543,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,5750.0,5750.00,Montre classique
WBN2312.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
WBN2311.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
CBN2A1A.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'450.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6450.0,6450.00,Montre classique
CBN2A1B.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'450.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6450.0,6450.00,Montre classique
CBN2A1N.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'450.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6450.0,6450.00,Montre classique
CBN2A1N.FT6238,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'250.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6250.0,6250.00,Montre classique
WBN2310.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
WBN2313.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
WBP2111.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 2'800.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier,Montres homme,2800.0,2800.00,Montre classique
WBP2115.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 2'800.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier,Montres homme,2800.0,2800.00,Montre classique
WBP2114.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 2'800.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier,Montres homme,2800.0,2800.00,Montre classique
WBP2150.FT6210,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 4'950.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier et or,Montres homme,4950.0,4950.00,Montre classique
WBP2151.FT6199,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 4'950.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier et or,Montres homme,4950.0,4950.00,Montre classique
WBP5A8A.BF0619,"TAG HEUER AQUARACER
PROFESSIONAL 1000 SUPERDIVER",CHF 6'500.00,TAG Heuer,FAM_WATCH,Automatique,45 mm,Titane,Montres homme,6500.0,6500.00,Montre classique
CBS5011.FC6566,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON",CHF 23'500.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,23500.0,23500.00,Montre classique
CBS5010.FC6543,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON",CHF 23'500.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,23500.0,23500.00,Montre classique
CBS2240.FC8319,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 21'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Or 3N,Montres homme,21000.0,21000.00,Montre classique
WBN2013.FC6503,"TAG HEUER CARRERA
DAY-DATE",CHF 3'450.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3450.0,3450.00,Montre classique
WAZ1010.BA0842,"TAG HEUER FORMULA 1
DATE",CHF 1'650.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1650.0,1650.00,Montre classique
WBN2013.BA0640,"TAG HEUER CARRERA
DAY-DATE",CHF 3'550.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3550.0,3550.00,Montre classique
CAZ1010.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1900.0,1900.00,Montre classique
CAZ101AM.FT8054,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1900.0,1900.00,Montre classique
CR5090.FN6001,"TAG HEUER MONZA
FLYBACK CHRONOMETER",CHF 13'900.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Carbone,Montres homme,13900.0,13900.00,Montre classique
WBC2112.BA0603,"TAG HEUER LINK
DATE",CHF 3'500.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3500.0,3500.00,Montre classique
WAZ1118.BA0875,"TAG HEUER FORMULA 1
DATE",CHF 1'550.00,TAG Heuer,FAM_WATCH,Quartz,41 mm,Acier,Montres homme,1550.0,1550.00,Montre classique
CBK2112.BA0715,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'700.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,4700.0,4700.00,Montre classique
WBC2110.BA0603,"TAG HEUER LINK
DATE",CHF 3'500.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3500.0,3500.00,Montre classique
WBN2111.BA0639,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
WBP2110.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 2'800.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Acier,Montres homme,2800.0,2800.00,Montre classique
WAZ111A.BA0875,"TAG HEUER FORMULA 1
DATE",CHF 1'800.00,TAG Heuer,FAM_WATCH,Quartz,41 mm,Acier,Montres homme,1800.0,1800.00,Montre classique
CAZ101AM.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'050.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2050.0,2050.00,Montre classique
CBN2044.FC8313,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 21'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Or 3N,Montres homme,21000.0,21000.00,Montre classique
CBN2A1AA.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'150.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,5150.0,5150.00,Montre classique
CBS2241.FN8023,"TAG HEUER CARRERA
CHRONOGRAPH SKIPPER",CHF 21'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Or 5N,Montres homme,21000.0,21000.00,Montre classique
WBN2112.FC6504,"TAG HEUER CARRERA
DATE",CHF 3'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3000.0,3000.00,Montre classique
CBL2113.FC6177,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7500.0,7500.00,Montre classique
CBN2010.BA0642,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'950.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,5950.0,5950.00,Montre classique
WAZ1112.BA0875,"TAG HEUER FORMULA 1
DATE",CHF 1'550.00,TAG Heuer,FAM_WATCH,Quartz,41 mm,Acier,Montres homme,1550.0,1550.00,Montre classique
WBN2110.BA0639,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
CBP1113.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 CHRONOGRAPH",CHF 2'600.00,TAG Heuer,FAM_WATCH,Quartz,40 mm,Acier,Montres homme,2600.0,2600.00,Montre classique
CAZ1011.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'200.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier et céramique,Montres homme,2200.0,2200.00,Montre classique
CAZ101AP.FT8056,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1900.0,1900.00,Montre classique
CAZ101AN.FT8055,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1900.0,1900.00,Montre classique
WBN2111.FC6505,"TAG HEUER CARRERA
DATE",CHF 3'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3000.0,3000.00,Montre classique
CBN2A1AA.FT6228,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'850.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,4850.0,4850.00,Montre classique
CBK2110.BA0715,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'700.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,4700.0,4700.00,Montre classique
WBE511A.BA0650,"TAG HEUER AUTAVIA
GMT COSC",CHF 4'550.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,4550.0,4550.00,Montre classique
WBN2012.BA0640,"TAG HEUER CARRERA
DAY-DATE",CHF 3'350.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3350.0,3350.00,Montre classique
CBL2113.BA0644,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7500.0,7500.00,Montre classique
WBN2113.BA0639,"TAG HEUER CARRERA
DATE",CHF 3'300.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3300.0,3300.00,Montre classique
WAZ2011.BA0842,"TAG HEUER FORMULA 1
DATE",CHF 2'400.00,TAG Heuer,FAM_WATCH,Automatique,43 mm,Acier et céramique,Montres homme,2400.0,2400.00,Montre classique
WBP201F.BA0632,"TAG HEUER AQUARACER
PROFESSIONAL 300 ORANGE DIVER",CHF 3'400.00,TAG Heuer,FAM_WATCH,Automatique,43 mm,Acier,Montres homme,3400.0,3400.00,Montre classique
CAR5A90.FC6415,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON",CHF 20'850.00,TAG Heuer,FAM_WATCH,Automatique,45 mm,Céramique,Montres homme,20850.0,20850.00,Montre classique
CBN2011.BA0642,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'950.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres homme,5950.0,5950.00,Montre classique
WBN2112.BA0639,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,3100.0,3100.00,Montre classique
WBN201A.BA0640,"TAG HEUER CARRERA
TWIN-TIME",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3700.0,3700.00,Montre classique
WAZ1110.BA0875,"TAG HEUER FORMULA 1
DATE",CHF 1'600.00,TAG Heuer,FAM_WATCH,Quartz,41 mm,Acier,Montres homme,1600.0,1600.00,Montre classique
WBP1110.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 2'100.00,TAG Heuer,FAM_WATCH,Quartz,40 mm,Acier,Montres homme,2100.0,2100.00,Montre classique
CAZ101AN.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'050.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2050.0,2050.00,Montre classique
WBP201D.FT6197,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 4'000.00,TAG Heuer,FAM_WATCH,Automatique,43 mm,Acier,Montres homme,4000.0,4000.00,Montre classique
WBP208B.BF0631,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 4'200.00,TAG Heuer,FAM_WATCH,Automatique,43 mm,Titane,Montres homme,4200.0,4200.00,Montre classique
CAZ101AV.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'100.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2100.0,2100.00,Montre classique
CAZ101AV.FT8077,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1900.0,1900.00,Montre classique
CBU5080.FT6272,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON EXTREME SPORT",CHF 25'500.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane,Montres homme,25500.0,25500.00,Montre classique
CBN2A1A.FC6537,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'250.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres homme,6250.0,6250.00,Montre classique
CBL2111.FC6453,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7500.0,7500.00,Montre classique
CBL2111.BA0644,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'700.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7700.0,7700.00,Montre classique
CAZ101AK.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH X RED BULL RACING",CHF 2'200.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2200.0,2200.00,Montre classique
CAZ101K.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'850.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,1850.0,1850.00,Montre classique
CAZ101AP.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'050.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres homme,2050.0,2050.00,Montre classique
CBL2180.FC6497,"TAG HEUER MONACO
CHRONOGRAPH",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres homme,9000.0,9000.00,Montre classique
CBL2115.FC6494,"TAG HEUER MONACO
CHRONOGRAPH X GULF",CHF 7'800.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres homme,7800.0,7800.00,Montre classique
